Comp_Name,Job_Title,Location,Skill_Name
Confidential Company,Developer Engineer .NET,"Cairo, Egypt",javascript
Confidential Company,Developer Engineer .NET,"Cairo, Egypt",rest
Confidential Company,Developer Engineer .NET,"Cairo, Egypt",software development
Confidential Company,Developer Engineer .NET,"Cairo, Egypt",sql
Confidential Company,Developer Engineer .NET,"Cairo, Egypt",web design
Confidential Company,Developer Engineer .NET,"Cairo, Egypt",software engineering
DX Republic,UI UX Designer," 
Cairo, Egypt",communication skills
DX Republic,UI UX Designer," 
Cairo, Egypt",design tools
DX Republic,UI UX Designer," 
Cairo, Egypt",figma
DX Republic,UI UX Designer," 
Cairo, Egypt",portfolio
DX Republic,UI UX Designer," 
Cairo, Egypt",design
DX Republic,UI UX Designer," 
Cairo, Egypt",design principles
DX Republic,UI UX Designer," 
Cairo, Egypt",ui/ux
DEVOPSOLUTION,Senior Flutter Developer," 
Nasr City, Cairo",information technology (it)
DEVOPSOLUTION,Senior Flutter Developer," 
Nasr City, Cairo",flutter
DEVOPSOLUTION,Senior Flutter Developer," 
Nasr City, Cairo",software development
DEVOPSOLUTION,Senior Flutter Developer," 
Nasr City, Cairo",android
DEVOPSOLUTION,Senior Flutter Developer," 
Nasr City, Cairo",restful
DEVOPSOLUTION,Senior Flutter Developer," 
Nasr City, Cairo",apis
DEVOPSOLUTION,Senior Flutter Developer," 
Nasr City, Cairo",development
DEVOPSOLUTION,Senior Flutter Developer," 
Nasr City, Cairo",flutter development
DEVOPSOLUTION,Senior Flutter Developer," 
Nasr City, Cairo",restful apis
DEVOPSOLUTION,Senior Flutter Developer," 
Nasr City, Cairo",app
DEVOPSOLUTION,Senior Flutter Developer," 
Nasr City, Cairo",computer science
DEVOPSOLUTION,Senior Flutter Developer," 
Nasr City, Cairo",design
DEVOPSOLUTION,Senior Flutter Developer," 
Nasr City, Cairo",computer engineering
DEVOPSOLUTION,Senior Flutter Developer," 
Nasr City, Cairo",ci/cd
BI-Technologies,Software Quality Assurance Engineer (Process Improvement)," 
New Cairo, Cairo",quality assurance
BI-Technologies,Software Quality Assurance Engineer (Process Improvement)," 
New Cairo, Cairo",computer science
BI-Technologies,Software Quality Assurance Engineer (Process Improvement)," 
New Cairo, Cairo",information technology (it)
BI-Technologies,Software Quality Assurance Engineer (Process Improvement)," 
New Cairo, Cairo",computer engineering
BI-Technologies,Software Quality Assurance Engineer (Process Improvement)," 
New Cairo, Cairo",qa engineering
BI-Technologies,Software Quality Assurance Engineer (Process Improvement)," 
New Cairo, Cairo",engineering
BI-Technologies,Software Quality Assurance Engineer (Process Improvement)," 
New Cairo, Cairo",software engineering
BI-Technologies,Software Quality Assurance Engineer (Process Improvement)," 
New Cairo, Cairo",computer
BI-Technologies,Software Quality Assurance Engineer (Process Improvement)," 
New Cairo, Cairo",quality
BI-Technologies,Software Quality Assurance Engineer (Process Improvement)," 
New Cairo, Cairo",quality control
BI-Technologies,Software Quality Assurance Engineer (Process Improvement)," 
New Cairo, Cairo",science
BI-Technologies,Software Quality Assurance Engineer (Process Improvement)," 
New Cairo, Cairo",assurance
Confidential Company,Senior .NET Developer,"Cairo, Egypt",asp.net
Confidential Company,Senior .NET Developer,"Cairo, Egypt",information technology (it)
Confidential Company,Senior .NET Developer,"Cairo, Egypt",.net
Confidential Company,Senior .NET Developer,"Cairo, Egypt",jquery
Confidential Company,Senior .NET Developer,"Cairo, Egypt",software development
Confidential Company,Senior .NET Developer,"Cairo, Egypt",computer science
Confidential Company,Senior .NET Developer,"Cairo, Egypt",javascript
Confidential Company,Senior .NET Developer,"Cairo, Egypt",c#
Confidential Company,Senior .NET Developer,"Cairo, Egypt",computer engineering
Confidential Company,Senior .NET Developer,"Cairo, Egypt",tfs
Confidential Company,Senior .NET Developer,"Cairo, Egypt",html
Confidential Company,Senior .NET Developer,"Cairo, Egypt",api
Confidential Company,Senior .NET Developer,"Cairo, Egypt",rest
Confidential Company,Senior .NET Developer,"Cairo, Egypt",rpc
Confidential Company,Senior .NET Developer,"Cairo, Egypt",asp.net mvc
Confidential Company,Senior .NET Developer,"Cairo, Egypt",english
Confidential Company,Senior .NET Developer,"Cairo, Egypt",asp
Confidential Company,Senior .NET Developer,"Cairo, Egypt",software engineering
Confidential Company,Senior .NET Developer,"Cairo, Egypt",angular
Obeikan Digital Solutions,Integration Engineer," 
Cairo, Egypt",system integration
Obeikan Digital Solutions,Integration Engineer," 
Cairo, Egypt",api
Obeikan Digital Solutions,Integration Engineer," 
Cairo, Egypt",scripting
Obeikan Digital Solutions,Integration Engineer," 
Cairo, Egypt",linux
Confidential Company,Senior Software Quality Control Engineer (Nasr City),"Cairo, Egypt",engineering
Confidential Company,Senior Software Quality Control Engineer (Nasr City),"Cairo, Egypt",project management
Confidential Company,Senior Software Quality Control Engineer (Nasr City),"Cairo, Egypt",information systems
Confidential Company,Senior Software Quality Control Engineer (Nasr City),"Cairo, Egypt",information technology (it)
Confidential Company,Senior Software Quality Control Engineer (Nasr City),"Cairo, Egypt",computer science
Confidential Company,Senior Software Quality Control Engineer (Nasr City),"Cairo, Egypt",computer engineering
Confidential Company,Senior Software Quality Control Engineer (Nasr City),"Cairo, Egypt",software
Confidential Company,Senior Software Quality Control Engineer (Nasr City),"Cairo, Egypt",software engineering
Confidential Company,Senior Software Quality Control Engineer (Nasr City),"Cairo, Egypt",software development
Confidential Company,Senior Software Quality Control Engineer (Nasr City),"Cairo, Egypt",test
Confidential Company,Senior Software Quality Control Engineer (Nasr City),"Cairo, Egypt",troubleshooting
Confidential Company,Senior Software Quality Control Engineer (Nasr City),"Cairo, Egypt",api
Easy Cash,Senior Software Quality Engineer," 
Heliopolis, Cairo",agile
Easy Cash,Senior Software Quality Engineer," 
Heliopolis, Cairo",qa
Easy Cash,Senior Software Quality Engineer," 
Heliopolis, Cairo",qc
Easy Cash,Senior Software Quality Engineer," 
Heliopolis, Cairo",quality
Easy Cash,Senior Software Quality Engineer," 
Heliopolis, Cairo",quality assurance
Easy Cash,Senior Software Quality Engineer," 
Heliopolis, Cairo",software
Easy Cash,Senior Software Quality Engineer," 
Heliopolis, Cairo",software development
Easy Cash,Senior Software Quality Engineer," 
Heliopolis, Cairo",software engineering
Easy Cash,Senior Software Quality Engineer," 
Heliopolis, Cairo",testing
Easy Cash,Senior Backend Developer (PHP)," 
Heliopolis, Cairo",backend
Easy Cash,Senior Backend Developer (PHP)," 
Heliopolis, Cairo",laravel
Easy Cash,Senior Backend Developer (PHP)," 
Heliopolis, Cairo",sql
Easy Cash,Senior Backend Developer (PHP)," 
Heliopolis, Cairo",php
Easy Cash,Senior Backend Developer (PHP)," 
Heliopolis, Cairo",engineering
Easy Cash,DevOps Engineer," 
Heliopolis, Cairo",devops
Easy Cash,DevOps Engineer," 
Heliopolis, Cairo",information technology (it)
Easy Cash,DevOps Engineer," 
Heliopolis, Cairo",integration
TRIMETIS,Senior Full Stack Developer Angular and Java," 
Maadi, Cairo",computer science
TRIMETIS,Senior Full Stack Developer Angular and Java," 
Maadi, Cairo",information technology (it)
TRIMETIS,Senior Full Stack Developer Angular and Java," 
Maadi, Cairo",java
TRIMETIS,Senior Full Stack Developer Angular and Java," 
Maadi, Cairo",javascript
TRIMETIS,Senior Full Stack Developer Angular and Java," 
Maadi, Cairo",communication skills
TRIMETIS,Senior Full Stack Developer Angular and Java," 
Maadi, Cairo",software development
TRIMETIS,Senior Full Stack Developer Angular and Java," 
Maadi, Cairo",angular
TRIMETIS,Senior Full Stack Developer Angular and Java," 
Maadi, Cairo",full stack
TRIMETIS,Senior Full Stack Developer Angular and Java," 
Maadi, Cairo",html
TRIMETIS,Senior Full Stack Developer Angular and Java," 
Maadi, Cairo",jquery
TRIMETIS,Senior Full Stack Developer Angular and Java," 
Maadi, Cairo",mysql
Confidential Company,Full Stack Team Lead,"Cairo, Egypt",scrum
Confidential Company,Full Stack Team Lead,"Cairo, Egypt",angular
Confidential Company,Full Stack Team Lead,"Cairo, Egypt",full stack
Confidential Company,Full Stack Team Lead,"Cairo, Egypt",sql
Confidential Company,Full Stack Team Lead,"Cairo, Egypt",mvc
Confidential Company,Full Stack Team Lead,"Cairo, Egypt",react
Confidential Company,Full Stack Team Lead,"Cairo, Egypt",javascript
Confidential Company,Full Stack Team Lead,"Cairo, Egypt",software development
Confidential Company,Full Stack Team Lead,"Cairo, Egypt",.net framework
Confidential Company,Full Stack Team Lead,"Cairo, Egypt",saas
Confidential Company,Full Stack Team Lead,"Cairo, Egypt",computer science
Confidential Company,Full Stack Team Lead,"Cairo, Egypt",agile
Confidential Company,Full Stack Team Lead,"Cairo, Egypt",information technology (it)
Confidential Company,Full Stack Team Lead,"Cairo, Egypt",software
Tafeel,Senior Quality Control Engineer," 
Nasr City, Cairo",software
Tafeel,Senior Quality Control Engineer," 
Nasr City, Cairo",software testing
Tafeel,Senior Quality Control Engineer," 
Nasr City, Cairo",testing
Tafeel,Senior Quality Control Engineer," 
Nasr City, Cairo",qa
Tafeel,Senior Quality Control Engineer," 
Nasr City, Cairo",quality assurance
Tafeel,Senior Quality Control Engineer," 
Nasr City, Cairo",information technology (it)
Tafeel,Senior Quality Control Engineer," 
Nasr City, Cairo",computer science
Tafeel,Senior Quality Control Engineer," 
Nasr City, Cairo",computer engineering
Tafeel,Senior Quality Control Engineer," 
Nasr City, Cairo",software development
Tafeel,Senior Quality Control Engineer," 
Nasr City, Cairo",software engineering
Tafeel,Senior Quality Control Engineer," 
Nasr City, Cairo",sdlc
Tafeel,Senior Quality Control Engineer," 
Nasr City, Cairo",.net
Tafeel,Senior Quality Control Engineer," 
Nasr City, Cairo",quality control
Tafeel,Senior Quality Control Engineer," 
Nasr City, Cairo",quality
Latalia,IT Account Manager," 
Cairo, Egypt",it
Latalia,IT Account Manager," 
Cairo, Egypt",management
Latalia,IT Account Manager," 
Cairo, Egypt",networks
Latalia,IT Account Manager," 
Cairo, Egypt",information technology (it)
FlapKap,Sr. Backend Software Engineer," 
Maadi, Cairo",java
FlapKap,Sr. Backend Software Engineer," 
Maadi, Cairo",spring boot
FlapKap,Sr. Backend Software Engineer," 
Maadi, Cairo",spring mvc
FlapKap,Sr. Backend Software Engineer," 
Maadi, Cairo",spring framework
FlapKap,Sr. Backend Software Engineer," 
Maadi, Cairo",jvm
FlapKap,Sr. Backend Software Engineer," 
Maadi, Cairo",software development
FlapKap,Sr. Backend Software Engineer," 
Maadi, Cairo",software engineering
FlapKap,Sr. Backend Software Engineer," 
Maadi, Cairo",amazon
FlapKap,Sr. Backend Software Engineer," 
Maadi, Cairo",aws
FlapKap,Sr. Backend Software Engineer," 
Maadi, Cairo",kotlin
FlapKap,Sr. Backend Software Engineer," 
Maadi, Cairo",java software development
FlapKap,Sr. Backend Software Engineer," 
Maadi, Cairo",java development
FlapKap,Sr. Backend Software Engineer," 
Maadi, Cairo",java se
MakanE Company,Senior Software Sales Representative," 
Cairo, Egypt",ecommerce
MakanE Company,Senior Software Sales Representative," 
Cairo, Egypt",sales skills
MakanE Company,Senior Software Sales Representative," 
Cairo, Egypt",sales target
MakanE Company,Senior Software Sales Representative," 
Cairo, Egypt",software products
MakanE Company,Senior Software Sales Representative," 
Cairo, Egypt",saas
MakanE Company,Senior Software Sales Representative," 
Cairo, Egypt",communication
MakanE Company,Senior Software Sales Representative," 
Cairo, Egypt",crm
JRM for Communications,Communications Field Engineer," 
Nasr City, Cairo",communication engineer
JRM for Communications,Communications Field Engineer," 
Nasr City, Cairo",ccna
JRM for Communications,Communications Field Engineer," 
Nasr City, Cairo",telecommunication
JRM for Communications,Communications Field Engineer," 
Nasr City, Cairo",cctv
JRM for Communications,Communications Field Engineer," 
Nasr City, Cairo",field engineer
JRM for Communications,Communications Field Engineer," 
Nasr City, Cairo",wifi
JRM for Communications,Communications Field Engineer," 
Nasr City, Cairo",information technology (it)
JRM for Communications,Communications Field Engineer," 
Nasr City, Cairo",telecommunication engineering
JRM for Communications,Communications Field Engineer," 
Nasr City, Cairo",engineering
JRM for Communications,Communications Field Engineer," 
Nasr City, Cairo",networks
JRM for Communications,Communications Field Engineer," 
Nasr City, Cairo",cctv projects
JRM for Communications,Communications Field Engineer," 
Nasr City, Cairo",maintenance
JRM for Communications,Communications Field Engineer," 
Nasr City, Cairo",installation
JRM for Communications,Odoo Developer," 
Nasr City, Cairo",odoo
JRM for Communications,Odoo Developer," 
Nasr City, Cairo",python
JRM for Communications,Odoo Developer," 
Nasr City, Cairo",programming
JRM for Communications,Odoo Developer," 
Nasr City, Cairo",computer science
JRM for Communications,Odoo Developer," 
Nasr City, Cairo",crm
Tafeel,Senior UI/UX Designer," 
Nasr City, Cairo",design
Tafeel,Senior UI/UX Designer," 
Nasr City, Cairo",computer science
Tafeel,Senior UI/UX Designer," 
Nasr City, Cairo",information technology (it)
Tafeel,Senior UI/UX Designer," 
Nasr City, Cairo",ux
Tafeel,Senior UI/UX Designer," 
Nasr City, Cairo",ui
Tafeel,Senior UI/UX Designer," 
Nasr City, Cairo",user flows
Tafeel,Senior UI/UX Designer," 
Nasr City, Cairo",visual design
Tafeel,Senior UI/UX Designer," 
Nasr City, Cairo",wireframes
Tafeel,Senior UI/UX Designer," 
Nasr City, Cairo",storyboards
Wicresoft,Technical Support Engineer-Freelancer," 
Cairo, Egypt",technical support
Wicresoft,Technical Support Engineer-Freelancer," 
Cairo, Egypt",microsoft
Wicresoft,Technical Support Engineer-Freelancer," 
Cairo, Egypt",communication skills
Wicresoft,Technical Support Engineer-Freelancer," 
Cairo, Egypt",m365
Wicresoft,Technical Support Engineer-Freelancer," 
Cairo, Egypt",exchange
Wicresoft,Technical Support Engineer-Freelancer," 
Cairo, Egypt",sharepoint server
Wicresoft,Technical Support Engineer-Freelancer," 
Cairo, Egypt",• customer support
Confidential Company,IT Officer,"Cairo, Egypt",engineering
Confidential Company,IT Officer,"Cairo, Egypt",information technology (it)
Confidential Company,IT Officer,"Cairo, Egypt",it
Confidential Company,IT Officer,"Cairo, Egypt",software development
Confidential Company,IT Officer,"Cairo, Egypt",sql
Confidential Company,IT Officer,"Cairo, Egypt",computer science
Confidential Company,IT Officer,"Cairo, Egypt",security
Confidential Company,IT Officer,"Cairo, Egypt",system administration
Confidential Company,IT Officer,"Cairo, Egypt",sap
BSmart,Senior Software Sales Representative," 
Maadi, Cairo",sales
BSmart,Senior Software Sales Representative," 
Maadi, Cairo",sales target
BSmart,Senior Software Sales Representative," 
Maadi, Cairo",sales skills
BSmart,Senior Software Sales Representative," 
Maadi, Cairo",microsoft office
BSmart,Senior Software Sales Representative," 
Maadi, Cairo",computer skills
BSmart,Senior Software Sales Representative," 
Maadi, Cairo",microsoft word
BSmart,Senior Software Sales Representative," 
Maadi, Cairo",microsoft excel
BSmart,Senior Software Sales Representative," 
Maadi, Cairo",software
BSmart,Senior Software Sales Representative," 
Maadi, Cairo",saas
BSmart,Senior Software Sales Representative," 
Maadi, Cairo",crm
BSmart,Senior Software Sales Representative," 
Maadi, Cairo",outbound
BSmart,Senior Software Sales Representative," 
Maadi, Cairo",communication skills
BSmart,Senior Software Sales Representative," 
Maadi, Cairo",erp
BSmart,Senior Software Sales Representative," 
Maadi, Cairo",software sales
BSmart,Senior Software Sales Representative," 
Maadi, Cairo",customer service
BSmart,Senior Software Sales Representative," 
Maadi, Cairo",english
BSmart,Senior Software Sales Representative," 
Maadi, Cairo",hrms
BSmart,Senior Software Sales Representative," 
Maadi, Cairo",saas sales
