Comp_Name,Title,Location,Job_Type
Perfect Presentation,Frontend Developer," 
6th of October, Giza",Full Time
Brilliant Engineering,Business Development Engineer," 
Giza, Egypt",Full Time
Centione,senior outsystems developer," 
Nasr City, Cairo",Full Time
FlairsTech,Xamarin Developer," 
Maadi, Cairo",Full Time
National Technology,Odoo Implementer," 
Nasr City, Cairo",Full Time
Amasi,Senior UI/UX Designer," 
Cairo, Egypt",Full Time
UMX Studio,Data Engineer," 
Dokki, Giza",Full Time
ESLSCA University,"Specialist , IT Support"," 
Cairo, Egypt",Full Time
International Advanced,Senior Ruby on Rails," 
Nasr City, Cairo",Full Time
Dolf,Quality control," 
Heliopolis, Cairo",Full Time
Bevatel,Senior Ruby Developer," 
Dokki, Giza",Full Time
Bevatel,Sales Specialist (Digital Marketing and Software Solutions)," 
Dokki, Giza",Full Time
Safa Soft,System Administrator/DevOps Engineer," 
Maadi, Cairo",Full Time
Ebla,Java Developer - Back End," 
Nasr City, Cairo",Full Time
Ebla,Java Developer - Back End," 
Nasr City, Cairo",Work From Home
PyramidBITS,B2B Sales Executive," 
Maadi, Cairo",Full Time
webSTDY,Technical Lead Full Stack," 
Mohandessin, Giza",Full Time
webSTDY,Software Tester," 
Mohandessin, Giza",Full Time
webSTDY,Senior PHP / Laravel Developer," 
Mohandessin, Giza",Full Time
ZINAD IT,Project Manager," 
6th of October, Giza",Full Time
Confidential Company,Application Developer (Unity 3D programmer),"Cairo, Egypt",Full Time
Ditech Egypt,Senior Full Stack Developer 23012," 
Cairo, Egypt",Full Time
Ditech Egypt,Application Support Engineer23013," 
Nasr City, Cairo",Full Time
Seoudi Supermarket,Senior Back-end Developer (Magento)," 
Sheikh Zayed, Giza",Full Time
Lumin,Solution Architect - Part Time," 
Sheikh Zayed, Giza",Part Time
egabi solutions,Sr .Net Developer," 
Cairo, Egypt",Full Time
egabi solutions,QA Engineer," 
Cairo, Egypt",Full Time
RDI,Unity Developer -Part Time," 
Dokki, Giza",Full Time
RDI,Unity Developer -Part Time," 
Dokki, Giza",Part Time
RDI,Unity Developer -Part Time," 
Dokki, Giza",Freelance / Project
RDI,Senior Python / Django Developer -Part Time," 
Dokki, Giza",Part Time
Ejada,Oracle Fusion Technical Consultant," 
Cairo, Egypt",Full Time
Al Soug-Cashi,IT Specialist," 
Dokki, Giza",Full Time
Rowaad,Android Developer," 
Nasr City, Cairo",Full Time
ZINAD IT,Pre Sales Engineer," 
6th of October, Giza",Full Time
Advansys for Trading & Contracting,IT Specialist," 
Cairo, Egypt",Full Time
URANIUM,Senior Frontend Developer," 
Maadi, Cairo",Full Time
Dreem Mashreq Foods,Microsoft SharePoint and Power Platform Development Lead (One Year Contract)," 
Smouha, Alexandria",Freelance / Project
Confidential Company,Customer Service Representative (Females Only - Shift Basis),"Cairo, Egypt",Full Time
Confidential Company,Customer Service Representative (Females Only - Shift Basis),"Cairo, Egypt",Shift Based
Be Group,Digital Sales Executive," 
Nasr City, Cairo",Full Time
Smartverse,Service Advisor," 
Nasr City, Cairo",Full Time
ITS,Service Desk Engineer," 
Nasr City, Cairo",Full Time
ITS,Quality Assurance Specialist," 
Nasr City, Cairo",Full Time
FlexFilms Egypt,IT Help Desk Coordinator," 
6th of October, Giza",Full Time
Arabic Localizer,Software Analyst/Tester (Fresh) - Alexandria," 
San Stefano, Alexandria",Full Time
Micro Engineering,Data Labeler," 
Heliopolis, Cairo",Full Time
Micro Engineering,Data Labeler," 
Heliopolis, Cairo",Shift Based
Confidential Company,Senior Odoo Developer.,"Cairo, Egypt",Full Time
SSC Egypt,Middleware Developer," 
Downtown, Cairo",Full Time
Techno Management,Software Quality Assurance Specialist," 
Cairo, Egypt",Full Time
