Comp_Name,Job_Title,Location,Category_Name
FlairsTech,Technical Trainer," 
Cairo, Egypt",IT/Software Development
IBM WTC Egypt,Application Developer-Java & Web Technologies," 
Cairo, Egypt",Creative/Design/Art
IBM WTC Egypt,Application Developer-Java & Web Technologies," 
Cairo, Egypt",IT/Software Development
IBM WTC Egypt,Application Developer-Java & Web Technologies," 
Cairo, Egypt",Engineering - Telecom/Technology
Giza Arabia Systems,Head of Technical Delivery- Government Business Solutions," 
Cairo, Egypt",IT/Software Development
Giza Arabia Systems,Head of Technical Delivery- Government Business Solutions," 
Cairo, Egypt",Sales/Retail
Giza Arabia Systems,Head of Technical Delivery- Government Business Solutions," 
Cairo, Egypt",Engineering - Telecom/Technology
FlairsTech,Senior Python Developer," 
Cairo, Egypt",IT/Software Development
Sutherland,English Customer Support - PREMIUM," 
New Cairo, Cairo",Customer Service/Support
Sutherland,English Customer Support - PREMIUM," 
New Cairo, Cairo",IT/Software Development
Sutherland,English Customer Support - PREMIUM," 
New Cairo, Cairo",Sales/Retail
Sceel.io,Next JS developer," 
Maadi, Cairo",IT/Software Development
Sceel.io,Next JS developer," 
Maadi, Cairo",Engineering - Telecom/Technology
BayanTech,En Ar Reviewer," 
Cairo, Egypt",Accounting/Finance
BayanTech,En Ar Reviewer," 
Cairo, Egypt",IT/Software Development
BayanTech,En Ar Reviewer," 
Cairo, Egypt",Marketing/PR/Advertising
BayanTech,Localization Project Manager," 
Cairo, Egypt",Engineering - Construction/Civil/Architecture
BayanTech,Localization Project Manager," 
Cairo, Egypt",IT/Software Development
BayanTech,Localization Project Manager," 
Cairo, Egypt",Project/Program Management
BayanTech,Offshore Team Leader (Call Center - Dispatching)," 
Cairo, Egypt",IT/Software Development
BayanTech,Offshore Team Leader (Call Center - Dispatching)," 
Cairo, Egypt",Sales/Retail
BayanTech,Offshore Team Leader (Call Center - Dispatching)," 
Cairo, Egypt",Engineering - Telecom/Technology
BayanTech,Quality Assurance Executive (data analysis- internal auditing)," 
Cairo, Egypt",IT/Software Development
BayanTech,Quality Assurance Executive (data analysis- internal auditing)," 
Cairo, Egypt",Quality
BayanTech,Quality Assurance Executive (data analysis- internal auditing)," 
Cairo, Egypt",Engineering - Telecom/Technology
BayanTech,Project Manager (Hybrid)," 
Cairo, Egypt",Engineering - Construction/Civil/Architecture
BayanTech,Project Manager (Hybrid)," 
Cairo, Egypt",IT/Software Development
BayanTech,Project Manager (Hybrid)," 
Cairo, Egypt",Project/Program Management
Nile Creations,UI/UX Web Designer," 
Heliopolis, Cairo",Creative/Design/Art
Nile Creations,UI/UX Web Designer," 
Heliopolis, Cairo",IT/Software Development
Nile Creations,UI/UX Web Designer," 
Heliopolis, Cairo",Engineering - Telecom/Technology
34ML,iOS Developer," 
Heliopolis, Cairo",IT/Software Development
34ML,iOS Developer," 
Heliopolis, Cairo",Engineering - Telecom/Technology
34ML,VueJS Frontend Developer," 
Heliopolis, Cairo",Creative/Design/Art
34ML,VueJS Frontend Developer," 
Heliopolis, Cairo",IT/Software Development
34ML,VueJS Frontend Developer," 
Heliopolis, Cairo",Engineering - Telecom/Technology
Arabia for Information Technology,Software Quality Control Specialist," 
Cairo, Egypt",IT/Software Development
Arabia for Information Technology,Software Quality Control Specialist," 
Cairo, Egypt",Quality
Arabia for Information Technology,Software Quality Control Specialist," 
Cairo, Egypt",Engineering - Telecom/Technology
QARA,Product Owner," 
New Cairo, Cairo",IT/Software Development
QARA,Product Owner," 
New Cairo, Cairo",Project/Program Management
idaco,Hardware Design Engineer," 
6th of October, Giza",Creative/Design/Art
idaco,Hardware Design Engineer," 
6th of October, Giza",IT/Software Development
idaco,flutter developer," 
6th of October, Giza",IT/Software Development
Bevatel,Product Specialist (Tourism Field)," 
Dokki, Giza",Project/Program Management
Bevatel,Product Specialist (Tourism Field)," 
Dokki, Giza",Tourism/Travel
WSC,Business Analyst," 
Giza, Egypt",IT/Software Development
Elaraby Group,Senior Civil Engineer (Menoufia)," 
Monufya, Egypt",Engineering - Construction/Civil/Architecture
Elaraby Group,Senior Civil Engineer (Katameya)," 
Katameya, Cairo",Engineering - Construction/Civil/Architecture
Asset Technology Group,Software Project Manager," 
Sheraton, Cairo",IT/Software Development
Asset Technology Group,Software Project Manager," 
Sheraton, Cairo",Project/Program Management
Asset Technology Group,Software Project Manager," 
Sheraton, Cairo",Engineering - Telecom/Technology
Confidential Company,Developer Analyst,"Cairo, Egypt",IT/Software Development
Al Ahly capital holding - Al Ahly Tamkeen,Senior Quality Assurance Testers," 
Cairo, Egypt",IT/Software Development
Al Ahly capital holding - Al Ahly Tamkeen,Senior Quality Assurance Testers," 
Cairo, Egypt",Quality
Amazon MENA,"Vendor Consultant, Spanish"," 
Cairo, Egypt",IT/Software Development
Amazon MENA,"Vendor Consultant, Spanish"," 
Cairo, Egypt",Engineering - Telecom/Technology
Amazon MENA,"Vendor Consultant, Spanish"," 
Cairo, Egypt",Engineering - Mechanical/Electrical
WSC,Drupal Developer," 
Giza, Egypt",IT/Software Development
BayanTech,System Admin," 
Cairo, Egypt",Installation/Maintenance/Repair
BayanTech,System Admin," 
Cairo, Egypt",IT/Software Development
BayanTech,System Admin," 
Cairo, Egypt",Engineering - Telecom/Technology
WSC,Backend Developer .Net," 
Giza, Egypt",IT/Software Development
YOUXEl Technology,Senior Android Developer," 
Cairo, Egypt",IT/Software Development
TechJump,Technical Support Engineer - German Speaker," 
Alexandria, Egypt",Installation/Maintenance/Repair
TechJump,Technical Support Engineer - German Speaker," 
Alexandria, Egypt",IT/Software Development
TechJump,Technical Support Engineer - German Speaker," 
Alexandria, Egypt",Engineering - Telecom/Technology
Al Ahly capital holding - Al Ahly Tamkeen,Quality Assurance Tester," 
Maadi, Cairo",IT/Software Development
Al Ahly capital holding - Al Ahly Tamkeen,Quality Assurance Tester," 
Maadi, Cairo",Quality
ITSS,Senior Odoo Developer," 
Maadi, Cairo",IT/Software Development
Dimofinf Operations Center,Technical Recruiter," 
Nasr City, Cairo",Administration
Dimofinf Operations Center,Technical Recruiter," 
Nasr City, Cairo",Human Resources
Dimofinf Operations Center,Technical Recruiter," 
Nasr City, Cairo",IT/Software Development
Robiquity,Consultant," 
New Cairo, Cairo",IT/Software Development
Robiquity,Consultant," 
New Cairo, Cairo",Engineering - Telecom/Technology
Robiquity,Associate Consultant," 
New Cairo, Cairo",IT/Software Development
Robiquity,Associate Consultant," 
New Cairo, Cairo",Engineering - Telecom/Technology
egabi solutions,SR. JAVA (ADF) Developer," 
Sheraton, Cairo",IT/Software Development
softprograms,Oracle EBS Financial Consultant," 
Nasr City, Cairo",Accounting/Finance
softprograms,Oracle EBS Financial Consultant," 
Nasr City, Cairo",IT/Software Development
Confidential Company,Oracle ADF Developer,"Cairo, Egypt",Installation/Maintenance/Repair
Confidential Company,Oracle ADF Developer,"Cairo, Egypt",IT/Software Development
Confidential Company,Oracle ADF Developer,"Cairo, Egypt",Engineering - Telecom/Technology
Confidential Company,Internal Audit Supervisor,"Cairo, Egypt",Accounting/Finance
Confidential Company,Internal Audit Supervisor,"Cairo, Egypt",Operations/Management
Elaraby Group,Senior Civil Engineer (Luxor)," 
Luxor, Egypt",Engineering - Construction/Civil/Architecture
Erpplus5,Front End Developer," 
Cairo, Egypt",IT/Software Development
Erpplus5,Business Analyst," 
Maadi, Cairo",Accounting/Finance
Erpplus5,Business Analyst," 
Maadi, Cairo",IT/Software Development
Erpplus5,Business Analyst," 
Maadi, Cairo",Analyst/Research
Erpplus5,Software Quality Control and Tester," 
Maadi, Cairo",IT/Software Development
Erpplus5,Software Quality Control and Tester," 
Maadi, Cairo",Quality
Confidential Company,Software Tester,"Cairo, Egypt",IT/Software Development
GetTechForce.com,Senior Python / Docker / Flask developer," 
Cairo, Egypt",IT/Software Development
GetTechForce.com,Senior Full Stack Developer," 
Cairo, Egypt",IT/Software Development
GetTechForce.com,Senior Data Engineer - Remote," 
Cairo, Egypt",IT/Software Development
Confidential Company,HR Manager,"Cairo, Egypt",Human Resources
Confidential Company,HR Manager,"Cairo, Egypt",Operations/Management
Confidential Company,HR Manager,"Cairo, Egypt",Pharmaceutical
Easy Cash,Information Security Engineer," 
Heliopolis, Cairo",IT/Software Development
Easy Cash,Information Security Engineer," 
Heliopolis, Cairo",Engineering - Telecom/Technology
IBM WTC Egypt,Test Specialist:Middleware," 
Cairo, Egypt",Administration
IBM WTC Egypt,Test Specialist:Middleware," 
Cairo, Egypt",IT/Software Development
IBM WTC Egypt,Test Specialist:Middleware," 
Cairo, Egypt",Engineering - Telecom/Technology
LINK TSP,Technical Lead," 
New Cairo, Cairo",IT/Software Development
LINK TSP,Technical Lead," 
New Cairo, Cairo",Engineering - Telecom/Technology
Efada Technology,Hybris backend Developer," 
Zamalek, Cairo",IT/Software Development
MFG,App and Web developer," 
Katameya, Cairo",IT/Software Development
LINK TSP,Project Manager," 
New Cairo, Cairo",IT/Software Development
LINK TSP,Project Manager," 
New Cairo, Cairo",Project/Program Management
MedVAlley S.A.E,IT Help Desk," 
New Cairo, Cairo",IT/Software Development
QARA,Senior Backend Node.js Developer - Mongo DB," 
New Cairo, Cairo",IT/Software Development
MedVAlley S.A.E,System Administrator," 
New Cairo, Cairo",IT/Software Development
Mubasher,Tele sales Team Leader - Brokerage," 
Nasr City, Cairo",Customer Service/Support
Trans World Trading,IT Administrator," 
Abu Rawash, Giza",IT/Software Development
Enable,IT Technical Support," 
Nasr City, Cairo",IT/Software Development
Confidential Company,System Analyst,"Cairo, Egypt",IT/Software Development
Confidential Company,System Analyst,"Cairo, Egypt",Analyst/Research
Confidential Company,System Analyst,"Cairo, Egypt",Engineering - Telecom/Technology
Nahdet Misr Publishing Group,SAP FICO Consultant," 
Mohandessin, Giza",Accounting/Finance
Nahdet Misr Publishing Group,SAP FICO Consultant," 
Mohandessin, Giza",IT/Software Development
Nahdet Misr Publishing Group,SAP FICO Consultant," 
Mohandessin, Giza",Engineering - Telecom/Technology
Giza Arabia Systems,Project Coordinator," 
Cairo, Egypt",Administration
Giza Arabia Systems,Project Coordinator," 
Cairo, Egypt",IT/Software Development
Giza Arabia Systems,Project Coordinator," 
Cairo, Egypt",Project/Program Management
Giza Arabia Systems,Senior Communication Engineer - Transmission," 
Cairo, Egypt",IT/Software Development
Giza Arabia Systems,Senior Communication Engineer - Transmission," 
Cairo, Egypt",Engineering - Telecom/Technology
Giza Arabia Systems,Senior Communication Engineer - Transmission," 
Cairo, Egypt",Engineering - Mechanical/Electrical
Dedalus,Java Full Stack Developer," 
Nasr City, Cairo",IT/Software Development
Premier Services and Recruitment,.NET WPF Developer," 
Cairo, Egypt",IT/Software Development
Premier Services and Recruitment,.Net React Full-stack Developer," 
Cairo, Egypt",IT/Software Development
Premier Services and Recruitment,.Net Test Analyst," 
Cairo, Egypt",IT/Software Development
K Line Europe,Senior Drupal Developer," 
Cairo, Egypt",IT/Software Development
Link Datacenter,Senior Technical Recruiter," 
Maadi, Cairo",Administration
Link Datacenter,Senior Technical Recruiter," 
Maadi, Cairo",Human Resources
Link Datacenter,Senior Technical Recruiter," 
Maadi, Cairo",IT/Software Development
etmana,Product designer Ui UX," 
Katameya, Cairo",Creative/Design/Art
WSC,Senior Java Developer," 
Dokki, Giza",IT/Software Development
Yespays,Selenium Automation Tester," 
New Cairo, Cairo",IT/Software Development
Yespays,Selenium Automation Tester," 
New Cairo, Cairo",Quality
Yespays,Selenium Automation Tester," 
New Cairo, Cairo",Engineering - Telecom/Technology
Nacita,Junior IT Help Desk," 
Cairo, Egypt",Installation/Maintenance/Repair
Nacita,Junior IT Help Desk," 
Cairo, Egypt",IT/Software Development
Nacita,Junior IT Help Desk," 
Cairo, Egypt",Engineering - Telecom/Technology
Delta Egypt For Lighting,IT System Admin," 
Obour City, Cairo",IT/Software Development
Kandeel Group,Site Engineer," 
New Cairo, Cairo",Engineering - Construction/Civil/Architecture
Qureos,Virtual Project Management Internship," 
Cairo, Egypt",IT/Software Development
Qureos,Virtual Project Management Internship," 
Cairo, Egypt",Marketing/PR/Advertising
Qureos,Virtual Project Management Internship," 
Cairo, Egypt",Engineering - Telecom/Technology
Confidential Company,IT Manager,"Cairo, Egypt",IT/Software Development
Bydotpy,Product Manager," 
New Cairo, Cairo",Business Development
Bydotpy,Product Manager," 
New Cairo, Cairo",IT/Software Development
Bydotpy,Product Manager," 
New Cairo, Cairo",Project/Program Management
Confidential Company,IT Digital Transformation Manager,"Cairo, Egypt",IT/Software Development
Confidential Company,IT Digital Transformation Manager,"Cairo, Egypt",Manufacturing/Production
Confidential Company,IT Digital Transformation Manager,"Cairo, Egypt",Project/Program Management
Cashcall,Technical Operations Engineer," 
Maadi, Cairo",Customer Service/Support
Cashcall,Technical Operations Engineer," 
Maadi, Cairo",IT/Software Development
Cashcall,Technical Operations Engineer," 
Maadi, Cairo",Operations/Management
Lumin,Senior Infrastructure Engineer," 
Sheikh Zayed, Giza",IT/Software Development
SSC Egypt,Senior NET Developer," 
Cairo, Egypt",IT/Software Development
SSC Egypt,Senior NET Developer," 
Cairo, Egypt",Engineering - Telecom/Technology
International Advanced,Customer Support Representative," 
Nasr City, Cairo",Customer Service/Support
International Advanced,Customer Support Representative," 
Nasr City, Cairo",IT/Software Development
International Advanced,Customer Support Representative," 
Nasr City, Cairo",Sales/Retail
ENOVA Facilities Management,JR_IT Support," 
New Cairo, Cairo",IT/Software Development
Confidential Company,Senior Business Analyst,"Cairo, Egypt",IT/Software Development
Confidential Company,Senior Business Analyst,"Cairo, Egypt",Analyst/Research
Confidential Company,Senior Business Analyst,"Cairo, Egypt",Engineering - Telecom/Technology
WSC,Front End Developer," 
Giza, Egypt",IT/Software Development
Callvita,React Native UI Software Engineer," 
New Cairo, Cairo",IT/Software Development
Callvita,Full Stack Software Engineer," 
Maadi, Cairo",IT/Software Development
Callvita,Full Stack Software Engineer," 
Maadi, Cairo",Engineering - Telecom/Technology
New Energy EV,Wordpress Developer," 
Maadi, Cairo",IT/Software Development
Informatique Education,Business Analyst," 
Nasr City, Cairo",IT/Software Development
Informatique Education,project manager," 
Nasr City, Cairo",IT/Software Development
Informatique Education,project manager," 
Nasr City, Cairo",Project/Program Management
Tawzef,Senior Business Intelligence Specialist," 
Mohandessin, Giza",IT/Software Development
Bevatel,Senior Software Engineer," 
Dokki, Giza",IT/Software Development
Bevatel,Senior Software Engineer," 
Dokki, Giza",Quality
Bevatel,Senior Software Engineer," 
Dokki, Giza",Engineering - Telecom/Technology
Wicresoft,Technical Support Engineer," 
Cairo, Egypt",Installation/Maintenance/Repair
